Item ID,source,Notes,Location,Value,Inventory Date,Selected File Placeholder,Artist Name,Title,Series,Type,Date_Year,Medium,Signatures_and_Writing,Condition,Category,Size H in,Size W in,Size D in,Size Note,Size Units,Dimensions,Selected File Container,File 1 Container,File 2 Container,File 3 Container,File 4 Container,File 5 Container,Owner ID,Exhibited Data::Unique Combo,Exhibited Data::Exhibition ID MATCH FIELD,Exhibitions::Exhibition Name,Owners::Name,Duration,Filming Location
AT.P.2241,Aldo foundation,,Rack A,,01/06/2015,AT.P.2241.jpg,Aldo Tambellini,,Black Energy Suspended Series,,n.d. (c. 1989),Acrylic and graphite on architectural paper,,"Pinholes, some tears to edges",Painting,30,39.5,,,in,,AT.P.2241.jpg,"remote:AT.P.2241.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2241_8.jpg",,,,,,,,,,,
AT.P.2242,Aldo foundation,,Rack A,,01/06/2015,AT.P.2242.jpg,Aldo Tambellini,A-800,Black Energy Suspended Series,,n.d. (c. 1989),Acrylic on architectural paper,,"Pinholes, slight bumping to one edge",Painting,30,42,,,in,,AT.P.2242.jpg,"remote:AT.P.2242.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2242_8.jpg",,,,,,,,,,,
AT.P.2243,Aldo foundation,,Rack A,,01/06/2015,AT.P.2243.jpg,Aldo Tambellini,P&FP-104,Black Energy Suspended Series,,n.d. (c. 1989),Acrylic on architectural paper,,"Pinholes, slight bumping to one edge, tear",Painting,30,42,,,in,,AT.P.2243.jpg,"remote:AT.P.2243.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2243_8.jpg",,,,,,,,,,,
AT.P.2244,Aldo foundation,,Rack A,,01/06/2015,AT.P.2244.jpg,Aldo Tambellini,,Black Energy Suspended Series,,n.d. (c. 1989),"Acrylic, graphite, and perforations on architectural paper",,"Pinholes, slight tearing to edges",Painting,30,42,,,in,,AT.P.2244.jpg,"remote:AT.P.2244.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2244_8.jpg",,,,,,,,,,,
AT.P.2245,Aldo foundation,,Rack A,,01/06/2015,AT.P.2245.jpg,Aldo Tambellini,AC-5,Black Energy Suspended Series,,n.d. (c. 1989),Acrylic on architectural paper,,"Pinholes, tear to edge",Painting,30,42,,,in,,AT.P.2245.jpg,"remote:AT.P.2245.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2245_8.jpg",,,,,,,,,,,
AT.P.2246,Aldo foundation,,Rack A,,01/06/2015,AT.P.2246.jpg,Aldo Tambellini,A-400,Black Energy Suspended Series,,n.d. (c. 1989),Acrylic and graphite on architectural paper,,Pinholes,Painting,30,42,,,in,,AT.P.2246.jpg,"remote:AT.P.2246.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2246_8.jpg",,,,,,,,,,,
AT.P.2247,Aldo foundation,Aldo Tamebellini Art Foundation,Rack A,,01/06/2015,AT.P.2247.jpg,Aldo Tambellini,P&FP-101,Black Energy Suspended Series,,n.d. (c. 1989),Acrylic on architectural paper,,"Pinholes,approx. 6"" tear along one edge",Painting,30,42,,,in,,AT.P.2247.jpg,"remote:AT.P.2247.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2247_8.jpg",,,,,,,,,,,
AT.P.2248,Aldo foundation,Suspended ,Rack A,,01/06/2015,AT.P.2248.jpg,Aldo Tambellini,E-6,Black Energy Suspended Series,,n.d. (c. 1989),Acrylic on architectural paper,,"Pinholes, tear to edge, bumping to other edge",Painting,30,42,,,in,,AT.P.2248.jpg,"remote:AT.P.2248.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2248_8.jpg",,,,,,,,,,,
AT.P.2249,Aldo foundation,Aldo Tambellini Art Foundation,Rack A,,01/06/2015,AT.P.2249.jpg,Aldo Tambellini,E-2,Black Energy Suspended Series,,n.d. (c. 1989),Acrylic on architectural paper,,"Pinholes, folding and tear to corner",Painting,30,42,,,in,,AT.P.2249.jpg,"remote:AT.P.2249.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2249_8.jpg",,,,,,,,,,,
AT.P.2250,Aldo foundation,,Rack A,,01/06/2015,AT.P.2250.jpg,Aldo Tambellini,AC-9,Black Energy Suspended Series,,n.d. (c. 1989),Acrylic and graphite on architectural paper,,"Pinholes, tear to surface (during making)",Painting,30,42,,,in,,AT.P.2250.jpg,"remote:AT.P.2250.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2250_8.jpg",,,,,,,,,,,
AT.P.2251,Aldo foundation,,Rack A,,01/06/2015,AT.P.2251.jpg,Aldo Tambellini,A-600,Black Energy Suspended Series,,n.d. (c. 1989),Acrylic on architectural paper,,"Pinholes, some slight tears to edges",Painting,30,42,,,in,,AT.P.2251.jpg,"remote:AT.P.2251.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2251_8.jpg",,,,,,,,,,,
AT.P.2252,Aldo foundation,,Rack A,,01/06/2015,AT.P.2252.jpg,Aldo Tambellini,,Black Energy Suspended Series,,n.d. (c. 1989),Acrylic and graphite on architectural paper,,"Pinholes, some slight tears to edges, perforation across the width of paper",Painting,30,42,,,in,,AT.P.2252.jpg,"remote:AT.P.2252.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2252_8.jpg",,,,,,,,,,,
AT.P.2253,Aldo foundation,,Rack A,,01/06/2015,AT.P.2253.jpg,Aldo Tambellini,S-3,Black Energy Suspended Series,,n.d. (c. 1989),Acrylic on architectural paper,,"Pinholes, extensive chipping to edges",Painting,30,42,,,in,,AT.P.2253.jpg,"remote:AT.P.2253.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2253_8.jpg",,,,,,,,,,,
AT.P.2254,Aldo foundation,,Rack A,,01/06/2015,AT.P.2254.jpg,Aldo Tambellini,,Black Energy Suspended Series,,n.d. (c. 1989),Acrylic on architectural paper,,"Pinholes, Slight tears to 2 corners",Painting,30,42,,,in,,AT.P.2254.jpg,"remote:AT.P.2254.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2254_8.jpg",,,,,,,,,,,
AT.P.2255,Aldo foundation,Aldo Tambellini Art Foundation,Rack A,,01/06/2015,AT.P.2255.jpg,Aldo Tambellini,,Black Energy Suspended Series,,n.d. (c. 1989),Acrylic on architectural paper,,Pinholes,Painting,30,42,,,in,,AT.P.2255.jpg,"remote:AT.P.2255.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2255_8.jpg",,,,,,,,,,,
AT.P.2256,Aldo foundation,,Rack A,,01/06/2015,AT.P.2256.jpg,Aldo Tambellini,A-103,Black Energy Suspended Series,,n.d. (c. 1989),Acrylic on architectural paper,,Pinholes,Painting,30,42,,,in,,AT.P.2256.jpg,"remote:AT.P.2256.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2256_8.jpg",,,,,,,,,,,
AT.P.2257,Aldo foundation,,Rack A,,01/07/2015,AT.P.2257.jpg,Aldo Tambellini,A-103 (B),Black Energy Suspended Series,,n.d. (c. 1989),Acrylic on architectural paper,,Some chips and tears to face,Painting,30,42,,,in,,AT.P.2257.jpg,"remote:AT.P.2257.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2257_8.jpg",,,,,,,,,,,
AT.P.2258,Aldo foundation,,Rack A,,01/07/2015,AT.P.2258.jpg,Aldo Tambellini,,Black Energy Suspended Series,,n.d. (c. 1989),"Acrylic, graphite, and perforations on architectural paper",,"Pinholes, one corner severely chipped",Painting,23.75,36.5,,,in,,AT.P.2258.jpg,"remote:AT.P.2258.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2258_8.jpg",,,,,,,,,,,
AT.P.2260,Aldo foundation,,Rack A,,01/07/2015,AT.P.2260.jpg,Aldo Tambellini,L-5,Black Energy Suspended Series,,n.d. (c. 1989),Acrylic and graphite on architectural paper,,"Pinholes, some slight tearing or bumping along edge",Painting,30,42,,,in,,AT.P.2260.jpg,"remote:AT.P.2260.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2260_8.jpg",,,,,,,,,,,
AT.P.2261,Aldo foundation,,Rack A,,01/07/2015,AT.P.2261.jpg,Aldo Tambellini,,Black Energy Suspended Series,,n.d. (c. 1989),Acrylic and graphite on architectural paper,,"Pinholes, a couple of larger chips, bumped corners, and 1 long tear sustained during making",Painting,30,42,,,in,,AT.P.2261.jpg,"remote:AT.P.2261.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2261_8.jpg",,,,,,,,,,,
AT.P.2262,Aldo foundation,,Rack A,,01/07/2015,AT.P.2262.jpg,Aldo Tambellini,A-900,Black Energy Suspended Series,,n.d. (c. 1989),Acrylic on architectural paper,,Slight tears to edge,Painting,30,42,,,in,,AT.P.2262.jpg,"remote:AT.P.2262.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2262_8.jpg",,,,,,,,,,,
AT.P.2263,Aldo foundation,Aldo Tambellini Art Foundation,Rack A,,01/07/2015,AT.P.2263.jpg,Aldo Tambellini,A-400 (B),Black Energy Suspended Series,,n.d. (c. 1989),Acrylic on architectural paper,,Pinholes,Painting,30,42,,,in,,AT.P.2263.jpg,"remote:AT.P.2263.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2263_8.jpg",,,,,,,,,,,
AT.P.2264,Aldo foundation,Aldo Tambellini Art Foundation,Rack A,,01/07/2015,AT.P.2264.jpg,Aldo Tambellini,,Black Energy Suspended Series,,n.d. (c. 1989),Acrylic and graphite on architectural paper,,"Fold to corner, slight tears to edge, a few small holes",Painting,30,42,,,in,,AT.P.2264.jpg,"remote:AT.P.2264.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2264_8.jpg",,,,,,,,,,,
AT.P.2265,Aldo foundation,Aldo Tambellini Art Foundation,Rack A,,01/07/2015,AT.P.2265.jpg,Aldo Tambellini,,Black Energy Suspended Series,,n.d. (c. 1989),Acrylic and graphite on architectural paper,,Pinholes,Painting,30,42,,,in,,AT.P.2265.jpg,"remote:AT.P.2265.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2265_8.jpg",,,,,,,,,,,
AT.P.2266,Aldo foundation,Aldo Tambellini Art Foundation,Rack A,,01/07/2015,AT.P.2266.jpg,Aldo Tambellini,,Black Energy Suspended Series,,n.d. (c. 1989),Acrylic on paper,,"Large chip to one edge, slight tears to others, slit in corner from making, hole",Painting,30,42,,,in,,AT.P.2266.jpg,"remote:AT.P.2266.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2266_8.jpg",,,,,,,,,,,
AT.P.2267,Aldo foundation,Aldo Tambellini Art Foundation,Rack A,,01/07/2015,AT.P.2267.jpg,Aldo Tambellini,,Black Energy Suspended Series,,n.d. (c. 1989),Acrylic on paper,,Tears to edges,Painting,30,42,,,in,,AT.P.2267.jpg,"remote:AT.P.2267.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2267_8.jpg",,,,,,,,,,,
AT.P.2268,Aldo foundation,Aldo Tambellini Art Foundation,Rack A,,01/07/2015,AT.P.2268.jpg,Aldo Tambellini,,Black Energy Suspended Series,,n.d. (c. 1989),Acrylic and graphite on architectural paper,,"Tear to edge, fold to corner",Painting,30,42,,,in,,AT.P.2268.jpg,"remote:AT.P.2268.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2268_8.jpg",,,,,,,,,,,
AT.P.2269,Aldo foundation,Aldo Tambellini Art Foundation,Rack A,,01/07/2015,AT.P.2269.jpg,Aldo Tambellini,A-500,Black Energy Suspended Series,,n.d. (c. 1989),Acrylic and graphite on architectural paper,,Chipping and tearing to edges,Painting,30,42,,,in,,AT.P.2269.jpg,"remote:AT.P.2269.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2269_8.jpg",,,,,,,,,,,
AT.P.2270,Aldo foundation,"""AT. '63"" to recto, ""1019"" to verso","Rack 16, Shelf 1",,01/07/2015,AT.P.2270.jpg,Aldo Tambellini,,,,1963,Ink on paper board,AT,,Painting,8.5,11,,,in,,AT.P.2270.jpg,"remote:AT.P.2270.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2270_8.jpg",,,,,,,,,,,
AT.P.2271,Aldo foundation,"""AT."" ""II"" ""Aug. 7, '63"" to recto, ""1021-II"" to verso","Rack 16, Shelf 1",,01/07/2015,AT.P.2271.jpg,Aldo Tambellini,,,,1963,Ink on paper board,AT,,Painting,8.5,11,,,in,,AT.P.2271.jpg,"remote:AT.P.2271.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2271_8.jpg",,,,,,,,,,,
AT.P.2272,Aldo foundation,"""AT."" ""III"" ""Aug. 7, '63"" to recto, ""1022-III"" to verso","Rack 16, Shelf 1",,01/07/2015,AT.P.2272.jpg,Aldo Tambellini,,,,1963,Ink on paper board,AT,,Painting,8.5,11,,,in,,AT.P.2272.jpg,"remote:AT.P.2272.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2272_8.jpg",,,,,,,,,,,
AT.P.2273,Aldo foundation,"""AT."" ""IV"" ""Aug. 7, '63"" to recto, ""1023-IV"" to verso","Rack 16, Shelf 1",,01/07/2015,AT.P.2273.jpg,Aldo Tambellini,,,,1963,Ink on paper board,AT,,Painting,8.5,11,,,in,,AT.P.2273.jpg,"remote:AT.P.2273.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2273_8.jpg",,,,,,,,,,,
AT.P.2274,Aldo foundation,"""AT."" ""V"" ""Aug. 7, '63"" to recto, ""1024-IV"" to verso","Rack 16, Shelf 1",,01/07/2015,AT.P.2274.jpg,Aldo Tambellini,,,,1963,Ink on paper board,AT,,Painting,8.5,11,,,in,,AT.P.2274.jpg,"remote:AT.P.2274.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2274_8.jpg",,,,,,,,,,,
AT.P.2275,Aldo foundation,"""AT."" ""V"" ""Aug. 7, '63"" to recto, ""1025-V"" to verso","Rack 16, Shelf 1",,01/07/2015,AT.P.2275.jpg,Aldo Tambellini,,,,1963,Ink on paper board,AT,,Painting,8.5,11,,,in,,AT.P.2275.jpg,"remote:AT.P.2275.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2275_8.jpg",,,,,,,,,,,
AT.P.2276,Aldo foundation,"""AT."" ""VI"" ""Aug. 7, '63"" to recto, ""1026-VI"" to verso","Rack 16, Shelf 1",,01/07/2015,AT.P.2276.jpg,Aldo Tambellini,,,,1963,Ink and graphite on paper board,AT,,Painting,8.5,11,,,in,,AT.P.2276.jpg,"remote:AT.P.2276.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2276_8.jpg",,,,,,,,,,,
AT.P.2277,Aldo foundation,"""AT."" ""VII"" ""Aug. 7, '63"" to recto, ""1027-VII"" to verso","Rack 16, Shelf 1",,01/07/2015,AT.P.2277.jpg,Aldo Tambellini,,,,1963,Ink on paper board,AT,,Painting,8.5,11,,,in,,AT.P.2277.jpg,"remote:AT.P.2277.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2277_8.jpg",,,,,,,,,,,
AT.P.2278,Aldo foundation,"""AT."" ""VIII"" ""Aug. 7, '63"" to recto, ""1028-VIII"" to verso","Rack 16, Shelf 1",,01/07/2015,AT.P.2278.jpg,Aldo Tambellini,,,,1963,Ink on paper board,AT,,Painting,8.5,11,,,in,,AT.P.2278.jpg,"remote:AT.P.2278.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2278_8.jpg",,,,,,,,,,,
AT.P.2279,Aldo foundation,"""AT."" ""IX"" ""Aug. 7, '63"" to recto, ""1029-IX"" to verso","Rack 16, Shelf 1",,01/07/2015,AT.P.2279.jpg,Aldo Tambellini,,,,1963,Ink on paper board,AT,,Painting,8.5,11,,,in,,AT.P.2279.jpg,"remote:AT.P.2279.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2279_8.jpg",,,,,,,,,,,
AT.P.2280,Aldo foundation,"""AT."" ""X"" ""Aug. 7, '63"" to recto, ""1030-X"" to verso","Rack 16, Shelf 1",,01/07/2015,AT.P.2280.jpg,Aldo Tambellini,,,,1963,Ink on paper board,AT,,Painting,8.5,11,,,in,,AT.P.2280.jpg,"remote:AT.P.2280.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2280_8.jpg",,,,,,,,,,,
AT.P.2281,Aldo foundation,"""AT."" ""XI"" ""Aug. 7, '63"" to recto, ""1031-XI"" to verso","Rack 16, Shelf 1",,01/07/2015,AT.P.2281.jpg,Aldo Tambellini,,,,1963,Ink on paper board,AT,,Painting,8.5,11,,,in,,AT.P.2281.jpg,"remote:AT.P.2281.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2281_8.jpg",,,,,,,,,,,
AT.P.2282,Aldo foundation,"""AT."" ""XII"" ""Aug. 7, '63"" to recto, ""1032-XII"" to verso","Rack 16, Shelf 1",,01/07/2015,AT.P.2282.jpg,Aldo Tambellini,,,,1963,Ink on paper board,AT,,Painting,8.5,11,,,in,,AT.P.2282.jpg,"remote:AT.P.2282.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2282_8.jpg",,,,,,,,,,,
AT.P.2283,Aldo foundation,,"Rack 16, Shelf 1",,01/07/2015,AT.P.2283.jpg,Aldo Tambellini,,,,n.d. (c. 1963),Ink on paper mounted on painted board,,Curved,Painting,8.5,8.5,,"(10"" x 9.5"")",in,,AT.P.2283.jpg,"remote:AT.P.2283.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2283_8.jpg",,,,,,,,,,,
AT.P.2284,Aldo foundation,"""I"" ""[V]"" on rectos, ""1568"" on verso","Rack 16, Shelf 1",,01/07/2015,AT.P.2284.jpg,Aldo Tambellini,,,,n.d. (c. 1963),Ink on paper mounted on board,,,Painting,6,6,,"x2 (8.25"" x 14.75"")",in,,AT.P.2284.jpg,"remote:AT.P.2284.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2284_8.jpg",,,,,,,,,,,
AT.P.2285,Aldo foundation,"""III"" ""II"" on rectos, ""1571"" on verso","Rack 16, Shelf 1",,01/07/2015,AT.P.2285.jpg,Aldo Tambellini,,,,n.d. (c. 1963),Ink on paper mounted on board,,,Painting,6,6,,"x2 (8.25"" x 14.75"")",in,,AT.P.2285.jpg,"remote:AT.P.2285.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2285_8.jpg",,,,,,,,,,,
AT.P.2286,Aldo foundation,"""Aug 25-'63 IV"" ""V"" on rectos, ""1572"" on verso","Rack 16, Shelf 1",,01/07/2015,AT.P.2286.jpg,Aldo Tambellini,,,,1963,Ink on paper mounted on board,,,Painting,6,6,,"x2 (8.25"" x 14.75"")",in,,AT.P.2286.jpg,"remote:AT.P.2286.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2286_8.jpg",,,,,,,,,,,
AT.P.2287,Aldo foundation,"""Aug 25 '63 IV"" ""VII"" on rectos, ""1570"" on verso","Rack 16, Shelf 1",,01/07/2015,AT.P.2287.jpg,Aldo Tambellini,,,,1963,Ink on paper mounted on board,,,Painting,6,6,,"x2 (8.25"" x 14.75"")",in,,AT.P.2287.jpg,"remote:AT.P.2287.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2287_8.jpg",,,,,,,,,,,
AT.P.2288,Aldo foundation,"""X"" ""IX"" on rectos, ""1569"" on verso","Rack 16, Shelf 1",,01/07/2015,AT.P.2288.jpg,Aldo Tambellini,,,,n.d. (c. 1963),Ink on paper mounted on board,,,Painting,6,6,,"x2 (8.25"" x 14.75"")",in,,AT.P.2288.jpg,"remote:AT.P.2288.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2288_8.jpg",,,,,,,,,,,
AT.P.2289,Aldo foundation,"""XII"" ""VII"" on rectos, ""1573"" on verso","Rack 16, Shelf 1",,01/07/2015,AT.P.2289.jpg,Aldo Tambellini,,,,n.d. (c. 1963),Ink on paper mounted on board,,,Painting,6,6,,"x2 (8.25"" x 14.75"")",in,,AT.P.2289.jpg,"remote:AT.P.2289.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2289_8.jpg",,,,,,,,,,,
AT.P.2290,Aldo foundation,"""I AT. '63"" ""II AT, '63"" on rectos, ""1556"" on verso","Rack 16, Shelf 1",,01/07/2015,AT.P.2290.jpg,Aldo Tambellini,,,,1963,Ink on paper mounted on painted board,AT,paper partly detached,Painting,6,6,,"x2 (10.25"" x 17.25"")",in,,AT.P.2290.jpg,"remote:AT.P.2290.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2290_8.jpg",,,,,,,,,,,
AT.P.2291,Aldo foundation,"""II AT '63"" ""I"" on rectos, ""1567"" on verso, paper","Rack 16, Shelf 1",,01/07/2015,AT.P.2291.jpg,Aldo Tambellini,,,,1963,Ink on paper mounted on painted board,AT,partly detached,Painting,6,6,,"x2 (10.25"" x 17.25"")",in,,AT.P.2291.jpg,"remote:AT.P.2291.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2291_8.jpg",,,,,,,,,,,
AT.P.2292,Aldo foundation,"""V AT. '63"" ""IV AT, '63"" on rectos, ""1564"" on verso","Rack 16, Shelf 1",,01/07/2015,AT.P.2292.jpg,Aldo Tambellini,,,,1963,Ink on paper mounted on painted board,AT,paper partly detached,Painting,6,6,,"x2 (10.25"" x 17.25"")",in,,AT.P.2292.jpg,"remote:AT.P.2292.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2292_8.jpg",,,,,,,,,,,
AT.P.2293,Aldo foundation,"""VIII AT. '63"" ""VI AT, '63"" on rectos, ""1565"" on verso","Rack 16, Shelf 1",,01/07/2015,AT.P.2293.jpg,Aldo Tambellini,,,,1963,Ink on paper mounted on painted board,AT,p|aper partly detached,Painting,6,6,,"x2 (10.25"" x 17.25"")",in,,AT.P.2293.jpg,"remote:AT.P.2293.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2293_8.jpg",,,,,,,,,,,
AT.P.2294,Aldo foundation,"""VIII AT"" ""X"" on rectos, ""1562"" on verso","Rack 16, Shelf 1",,01/07/2015,AT.P.2294.jpg,Aldo Tambellini,,,,n.d. (c. 1963),Ink on paper mounted on painted board,AT,paper partly detached,Painting,6,6,,"x2 (10"" x 17.25"")",in,,AT.P.2294.jpg,"remote:AT.P.2294.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2294_8.jpg",,,,,,,,,,,
AT.P.2295,Aldo foundation,"""VIII AT. '63"" ""AT IX"" on rectos, ""1554"" on verso","Rack 16, Shelf 1",,01/07/2015,AT.P.2295.jpg,Aldo Tambellini,,,,1963,Ink on paper mounted on painted board,AT,paper partly detached,Painting,6,6,,"x2 (10.25"" x 17.25"")",in,,AT.P.2295.jpg,"remote:AT.P.2295.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2295_8.jpg",,,,,,,,,,,
AT.P.2296,Aldo foundation,"""VI"" ""IX"" on rectos","Rack 16, Shelf 1",,01/07/2015,AT.P.2296.jpg,Aldo Tambellini,,,,n.d. (c. 1963),Ink on paper mounted on painted board,,paper partly detached,Painting,6,6,,"x2 (10.25"" x 17.25"")",in,,AT.P.2296.jpg,"remote:AT.P.2296.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2296_8.jpg",,,,,,,,,,,
AT.P.2297,Aldo foundation,"""X"" ""XI AT."" on rectos, ""1561"" on verso","Rack 16, Shelf 1",,01/07/2015,AT.P.2297.jpg,Aldo Tambellini,,,,n.d. (c. 1963),Ink on paper mounted on painted board,AT,paper partly detached,Painting,6,6,,"x2 (10.25"" x 17.25"")",in,,AT.P.2297.jpg,"remote:AT.P.2297.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2297_8.jpg",,,,,,,,,,,
AT.P.2298,Aldo foundation,"""III AT. '63"" ""XIV"" on rectos, ""1558"" on verso","Rack 16, Shelf 1",,01/07/2015,AT.P.2298.jpg,Aldo Tambellini,,,,1963,Ink on paper mounted on painted board,AT,"paper partly detached, tear to one sheet",Painting,6,6,,"x2 (10"" x 17.25"")",in,,AT.P.2298.jpg,"remote:AT.P.2298.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2298_8.jpg",,,,,,,,,,,
AT.P.2299,Aldo foundation,"""XIV AT"" ""XII AT. 63"" on rectos, ""1566"" on verso","Rack 16, Shelf 1",,01/07/2015,AT.P.2299.jpg,Aldo Tambellini,,,,1963,Ink on paper mounted on painted board,AT,paper partly detached,Painting,6,6,,"x2 (10"" x 17.25"")",in,,AT.P.2299.jpg,"remote:AT.P.2299.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2299_8.jpg",,,,,,,,,,,
AT.P.2300,Aldo foundation,"""XV AT 63"" ""XVI AT 63"" on rectos, ""1566"" on verso","Rack 16, Shelf 1",,01/07/2015,AT.P.2300.jpg,Aldo Tambellini,,,,1963,Ink on paper mounted on painted board,AT,paper partly detached,Painting,6,6,,"x2 (10"" x 17.25"")",in,,AT.P.2300.jpg,"remote:AT.P.2300.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2300_8.jpg",,,,,,,,,,,
AT.P.2301,Aldo foundation,"""XIII AT"" ""XIX AT. 63"" on rectos, ""1553 VIII & XIV"" on verso","Rack 16, Shelf 1",,01/07/2015,AT.P.2301.jpg,Aldo Tambellini,,,,1963,Ink on paper mounted on painted board,AT,paper partly detached,Painting,6,6,,"x2 (10"" x 17.25"")",in,,AT.P.2301.jpg,"remote:AT.P.2301.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2301_8.jpg",,,,,,,,,,,
AT.P.2302,Aldo foundation,"""XVIII"" ""XVII AT"" on rectos, ""1555"" on verso","Rack 16, Shelf 1",,01/07/2015,AT.P.2302.jpg,Aldo Tambellini,,,,n.d. (c. 1963),Ink on paper mounted on painted board,AT,paper partly detached,Painting,6,6,,"x2 (10"" x 17.25"")",in,,AT.P.2302.jpg,"remote:AT.P.2302.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2302_8.jpg",,,,,,,,,,,
AT.P.2303,Aldo foundation,"""XXII"" ""XX"" on rectos, ""1559"" on verso","Rack 16, Shelf 1",,01/07/2015,AT.P.2303.jpg,Aldo Tambellini,,,,n.d. (c. 1963),Ink on paper mounted on painted board,,paper partly detached,Painting,6,6,,"x2 (10"" x 17.25"")",in,,AT.P.2303.jpg,"remote:AT.P.2303.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2303_8.jpg",,,,,,,,,,,
AT.P.2304,Aldo foundation,"""XXIII"" ""XXIV"" on rectos, ""1557"" on verso","Rack 16, Shelf 1",,01/07/2015,AT.P.2304.jpg,Aldo Tambellini,,,,n.d. (c. 1963),Ink on paper mounted on painted board,,paper partly detached,Painting,6,6,,"x2 (10"" x 17.25"")",in,,AT.P.2304.jpg,"remote:AT.P.2304.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2304_8.jpg",,,,,,,,,,,
AT.P.2305,Aldo foundation,Aldo Tambellini Art Foundation,Rack A,,01/08/2015,AT.P.2305.jpg,Aldo Tambellini,,Black Energy Suspended Series,,n.d. (c. 1989),"Acrylic, graphite, and perforations on architectural paper",,Chipping and tearing to edges,Painting,30,42,,,in,,AT.P.2305.jpg,"remote:AT.P.2305.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2305_8.jpg",,,,,,,,,,,
AT.P.2306,Aldo foundation,Aldo Tambellini Art Foundation,Rack A,,01/08/2015,AT.P.2306.jpg,Aldo Tambellini,A-430,Black Energy Suspended Series,,n.d. (c. 1989),Acrylic on architectural paper,,"Large tear to edge, slight tearing to another edge",Painting,30,42,,,in,,AT.P.2306.jpg,"remote:AT.P.2306.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2306_8.jpg",,,,,,,,,,,
